name,call_sites,max_args,distribution
func_0005FEB0,20,3,3 args x20
func_000D7880,20,6,2 args x10; 6 args x1
func_00084614,20,2,2 args x20
func_001627D4,20,6,6 args x20
func_0017B1EC,20,1,1 args x4
func_00284994,20,3,2 args x19; 3 args x1
func_00274F88,20,3,1 args x7; 3 args x2; 2 args x2
func_002664D4,20,5,4 args x18; 5 args x2
func_00187AE4,20,6,3 args x18; 5 args x1; 6 args x1
func_0018C564,20,5,5 args x20
func_001862F8,20,3,3 args x20
func_001A5000,20,3,1 args x15; 2 args x3; 3 args x2
func_001A50B8,20,6,1 args x11; 6 args x4; 3 args x2
func_0006F914,19,3,2 args x13; 3 args x5; 1 args x1
func_0008F524,19,3,2 args x15; 3 args x3; 1 args x1
func_0007A840,19,3,3 args x18
func_0008A458,19,4,4 args x19
func_0008218C,19,3,2 args x18; 3 args x1
func_00078980,19,4,4 args x19
func_000A6098,19,4,4 args x19
func_0005F298,19,4,3 args x17; 2 args x1; 4 args x1
func_0009864C,19,3,3 args x19
func_0008F66C,19,2,2 args x19
func_0008B8A0,19,1,1 args x19
func_00093858,19,3,3 args x19
func_000A2F7C,19,4,4 args x18; 3 args x1
func_000D7144,19,2,2 args x11; 1 args x1
func_000D6A00,19,2,2 args x12; 1 args x1
func_000A3D84,19,3,2 args x18; 3 args x1
func_000FC658,19,2,2 args x9
func_001FBC88,19,3,2 args x16; 3 args x2; 1 args x1
func_002CDBE8,19,1,1 args x15
func_001A3F18,19,7,1 args x11; 3 args x3; 7 args x2
func_0018378C,19,3,2 args x14; 3 args x3; 1 args x2
func_0019A408,19,3,2 args x17; 1 args x1; 3 args x1
func_00287DC0,19,4,2 args x16; 4 args x1; 1 args x1
func_00015DF8,18,3,3 args x18
func_00091120,18,2,2 args x16
func_00015C44,18,5,4 args x17; 5 args x1
func_0007F05C,18,5,2 args x14; 3 args x2; 5 args x1
func_0008AE40,18,2,2 args x18
func_000A46CC,18,6,1 args x9; 3 args x2; 6 args x1
func_000FF2B4,18,3,1 args x6; 3 args x1
func_000A6828,18,3,1 args x13; 3 args x1
func_0017BB14,18,3,3 args x18
func_000D7714,18,2,2 args x15; 1 args x1
func_0003D754,18,7,7 args x18
func_0006E6CC,18,3,3 args x13; 1 args x1
func_000810CC,18,3,1 args x15; 2 args x2; 3 args x1
func_00265F44,18,3,3 args x18
func_001A3DB0,18,5,1 args x12; 2 args x2; 5 args x1
func_002D4F2C,18,2,1 args x16; 2 args x2
func_001FEC10,18,4,4 args x18
func_0007E09C,17,5,2 args x15; 5 args x1; 3 args x1
func_00040DF4,17,2,2 args x14; 1 args x1
func_0005FB10,17,4,2 args x15; 4 args x2
func_000A5C50,17,3,3 args x17
func_00074990,17,4,3 args x16; 4 args x1
func_0006F0D0,17,4,4 args x17
func_000A3CB4,17,2,2 args x16; 1 args x1
func_0008227C,17,2,1 args x7; 2 args x3
func_00090388,17,5,3 args x16; 5 args x1
func_0007FC24,17,2,2 args x14
func_002EF500,17,3,1 args x13; 2 args x2; 3 args x1
func_0008BE6C,17,2,1 args x15; 2 args x2
func_000D76A0,17,2,2 args x12; 1 args x1
func_00040418,17,7,1 args x14; 2 args x2; 7 args x1
func_0005F33C,17,4,4 args x13; 3 args x4
func_000C1D18,17,3,1 args x6; 2 args x3; 3 args x1
func_0006F2F8,17,3,3 args x16
func_0017B444,17,2,2 args x3; 1 args x1
func_00281550,17,8,5 args x12; 7 args x2; 4 args x2
func_00096518,17,5,2 args x16; 5 args x1
func_00277560,17,2,1 args x13; 2 args x1
func_00275094,17,3,1 args x10; 3 args x1
func_002CDC3C,17,3,1 args x6; 3 args x1
func_0003FF0C,17,4,1 args x7; 3 args x1; 4 args x1
func_00288200,17,6,6 args x17
func_00077580,16,3,3 args x16
func_000A1434,16,5,3 args x14; 5 args x1
func_00078F60,16,4,4 args x16
func_00080F88,16,4,2 args x12; 3 args x1; 1 args x1
func_0006164C,16,3,3 args x15
func_0009138C,16,3,2 args x11; 1 args x1; 3 args x1
func_0008B008,16,2,2 args x16
func_000A50E4,16,4,4 args x16
func_0006ED1C,16,3,2 args x15; 3 args x1
func_000D2C5C,16,2,2 args x16
func_000606A0,16,7,7 args x16
func_0007FED4,16,4,2 args x14; 4 args x1; 3 args x1
func_0006DE3C,16,4,4 args x16
func_001F2D40,16,7,2 args x13; 7 args x1; 3 args x1
func_001A0050,16,4,4 args x15; 3 args x1
func_001A3374,16,3,3 args x16
func_001ED714,16,4,2 args x15; 4 args x1
func_0019B448,16,3,3 args x16
func_0027E710,16,7,4 args x12; 3 args x3; 7 args x1
func_00204664,16,5,5 args x16
func_00264848,16,5,5 args x16
func_002CDC6C,16,1,1 args x15
func_0008B614,15,3,3 args x15
func_00096984,15,4,2 args x14; 4 args x1
func_0006ECD0,15,3,2 args x14; 3 args x1
func_0008BFE4,15,5,3 args x14; 5 args x1
func_0005FAD4,15,4,3 args x11; 4 args x2; 2 args x2
func_000950E8,15,2,2 args x15
func_002EF490,15,3,1 args x10; 2 args x2; 3 args x1
func_000AD428,15,3,3 args x11; 1 args x2; 2 args x1
